"test.id","bottle.id","substrate","ISR","vol.bot","vol.hs","m.inoc","m.sub","m.inoc.vs","m.sub.vs"
203,1486,"SD",1.0091,NA,NA,52.013,1.05,0.91542,0.9072
203,1487,"SD",1.0091,NA,NA,52.013,1.05,0.91542,0.9072
203,1488,"CEL",2.0102,NA,NA,52.013,0.46,0.91542,0.4554
203,1489,"CEL",2.0102,NA,NA,52.013,0.46,0.91542,0.4554
203,1490,"CEL",2.0102,NA,NA,52.013,0.46,0.91542,0.4554
203,1491,"BK",NA,NA,NA,52.013,NA,0.91542,NA
203,1492,"BK",NA,NA,NA,52.013,NA,0.91542,NA
204,1433,"BK",NA,NA,NA,480,NA,7.8384,NA
204,1434,"BK",NA,NA,NA,480,NA,7.8384,NA
204,1435,"BK",NA,NA,NA,480,NA,7.8384,NA
204,1436,"SC",2.4319,NA,NA,480,3.95,7.8384,3.2232
204,1437,"SC",2.3783,NA,NA,480,4.039,7.8384,3.2958
204,1438,"SC",2.4549,NA,NA,480,3.913,7.8384,3.193
204,1439,"CEL",2.4566,NA,NA,480,3.223,7.8384,3.1908
204,1440,"CEL",2.3003,NA,NA,480,3.442,7.8384,3.4076
204,1441,"CEL",2.3522,NA,NA,480,3.366,7.8384,3.3323
204,1442,"SD",1.1799,NA,NA,480,7.689,7.8384,6.6433
204,1443,"SD",1.1738,NA,NA,480,7.729,7.8384,6.6779
204,1444,"SD",1.1715,NA,NA,480,7.744,7.8384,6.6908
205,837,"BK",NA,NA,175.81,393.19,NA,1.103,NA
205,838,"BK",NA,NA,174.04,394.96,NA,1.108,NA
205,839,"BK",NA,NA,173.49,395.51,NA,1.1095,NA
205,840,"SC",1.8918,NA,177.6,390.69,0.71,1.096,0.57936
205,841,"SC",1.8858,NA,167.84,400.43,0.73,1.1233,0.59568
205,842,"SC",1.833,NA,173.72,394.54,0.74,1.1068,0.60384
205,843,"CEL",1.882,NA,169.91,398.49,0.6,1.1179,0.594
205,844,"CEL",1.8474,NA,164.17,404.21,0.62,1.1339,0.6138
205,845,"CEL",1.8457,NA,177.59,390.81,0.6,1.0964,0.594
205,846,"SD",1.7992,NA,169.32,398.96,0.72,1.1192,0.62208
205,847,"SD",1.8346,NA,167.12,401.17,0.71,1.1254,0.61344
205,848,"SD",1.7395,NA,177.18,391.09,0.73,1.0971,0.63072
206,1279,"SC",1.9836,NA,NA,1001.7,20,32.372,16.32
206,1280,"SC",1.9784,NA,NA,1000.1,20.02,32.319,16.336
206,1281,"SC",1.9805,NA,NA,1000.7,20.01,32.338,16.328
206,1282,"SD",1.0108,NA,NA,1000.2,37.01,32.322,31.977
206,1283,"SD",1.0111,NA,NA,1000.2,37,32.322,31.968
206,1284,"SD",1.0109,NA,NA,1000,37,32.317,31.968
206,1285,"BK",NA,NA,NA,1000,NA,32.318,NA
206,1286,"BK",NA,NA,NA,1000.3,NA,32.325,NA
206,1287,"BK",NA,NA,NA,1000.2,NA,32.321,NA
206,1288,"CEL",1.9181,NA,NA,1000.1,17.02,32.319,16.85
206,1289,"CEL",1.9204,NA,NA,1000.1,17,32.32,16.83
206,1290,"CEL",1.9212,NA,NA,1000.5,17,32.333,16.83
207,1562,"BK",Inf,NA,NA,400,0,6.1543,0
207,1563,"SC",1.9817,NA,NA,396.23,3.77,6.0963,3.0763
207,1564,"SD",0.99255,NA,NA,392.95,7.05,6.0458,6.0912
207,1565,"SD",0.99255,NA,NA,392.95,7.05,6.0458,6.0912
207,1566,"SD",0.99255,NA,NA,392.95,7.05,6.0458,6.0912
207,1567,"SD",0.99255,NA,NA,392.95,7.05,6.0458,6.0912
207,1568,"BK",Inf,NA,NA,400,0,6.1543,0
207,1569,"BK",Inf,NA,NA,400,0,6.1543,0
207,1570,"BK",Inf,NA,NA,400,0,6.1543,0
207,1571,"CEL",3.9951,NA,NA,398.45,1.55,6.1305,1.5345
207,1572,"CEL",3.9951,NA,NA,398.45,1.55,6.1305,1.5345
207,1573,"CEL",3.9951,NA,NA,398.45,1.55,6.1305,1.5345
207,1574,"SC",1.9817,NA,NA,396.23,3.77,6.0963,3.0763
207,1575,"SC",1.9817,NA,NA,396.23,3.77,6.0963,3.0763
208,1576,"BK",Inf,NA,NA,400,0,4.7037,0
208,1577,"CEL",2.0273,NA,NA,397.67,2.33,4.6763,2.3067
208,1578,"CEL",2.0273,NA,NA,397.67,2.33,4.6763,2.3067
208,1579,"CEL",2.0273,NA,NA,397.67,2.33,4.6763,2.3067
208,1580,"BK",Inf,NA,NA,400,0,4.7037,0
208,1581,"BK",Inf,NA,NA,400,0,4.7037,0
208,1582,"SC",2.0082,NA,NA,397.15,2.85,4.6702,2.3256
208,1583,"SC",2.0082,NA,NA,397.15,2.85,4.6702,2.3256
208,1584,"SC",2.0082,NA,NA,397.15,2.85,4.6702,2.3256
208,1585,"SD",1.004,NA,NA,394.65,5.35,4.6408,4.6224
208,1586,"SD",1.004,NA,NA,394.65,5.35,4.6408,4.6224
208,1587,"SD",1.004,NA,NA,394.65,5.35,4.6408,4.6224
209,1327,"BK",NA,NA,NA,250.05,0,4.1595,NA
209,1328,"BK",NA,NA,NA,250.01,0,4.1588,NA
209,1329,"BK",NA,NA,NA,250.04,0,4.1593,NA
209,1330,"CEL",1.9143,NA,NA,250.04,2.1947,4.1593,2.1728
209,1331,"CEL",1.9141,NA,NA,250.04,2.1949,4.1593,2.173
209,1332,"CEL",1.915,NA,NA,250.05,2.194,4.1595,2.1721
209,1333,"SC",1.9335,NA,NA,250.03,2.6361,4.1591,2.1511
209,1334,"SC",1.9338,NA,NA,250.05,2.6359,4.1595,2.1509
209,1335,"SC",1.9334,NA,NA,250.02,2.6362,4.159,2.1511
210,1210,"BK",Inf,NA,NA,774.83,0,9.1947,0
210,1211,"SC",2.0144,NA,NA,765.11,5.5236,9.0794,4.5073
210,1212,"SC",2.0166,NA,NA,764.62,5.514,9.0735,4.4994
210,1213,"SC",2.0148,NA,NA,765,5.5218,9.0781,4.5058
210,1214,"BK",Inf,NA,NA,770.11,0,9.1387,0
210,1215,"BK",Inf,NA,NA,771.09,0,9.1503,0
210,1216,"BK",Inf,NA,NA,773.32,0,9.1768,0
210,1217,"CEL",2.0012,NA,NA,766.28,4.5897,9.0932,4.5438
210,1218,"CEL",2.0016,NA,NA,765.7,4.5854,9.0864,4.5395
210,1219,"CEL",1.9999,NA,NA,765.65,4.5891,9.0858,4.5432
210,1220,"CEL",2.0017,NA,NA,765.73,4.5854,9.0867,4.5395
210,1221,"SC",2.0167,NA,NA,764.52,5.513,9.0724,4.4986
211,1615,"BK",NA,NA,440.39,447.09,NA,8.7796,NA
211,1616,"SD",1.674,NA,440.36,447.07,6.07,8.7793,5.2445
211,1617,"SD",1.6731,NA,439.17,448.31,6.09,8.8036,5.2618
211,1618,"SD",1.6771,NA,440.24,447.16,6.06,8.781,5.2358
211,1619,"BK",NA,NA,440.27,447.05,NA,8.7789,NA
211,1620,"BK",NA,NA,439.91,447.14,NA,8.7806,NA
211,1621,"CEL",3.5907,NA,440.35,447.12,2.47,8.7802,2.4453
211,1622,"CEL",3.59,NA,440.23,447.04,2.47,8.7787,2.4453
211,1623,"CEL",3.6054,NA,440.03,447.14,2.46,8.7806,2.4354
211,1624,"SC",3.3324,NA,439.65,447.27,3.23,8.7832,2.6357
211,1625,"SC",3.3308,NA,440.31,447.05,3.23,8.7789,2.6357
211,1626,"SC",3.3009,NA,439.85,447.15,3.26,8.7808,2.6602
212,1345,"SC",1.833,NA,375.63,142.25,2.12,3.1709,1.7299
212,1346,"SC",1.8654,NA,371.73,146.13,2.14,3.2574,1.7462
212,1347,"SC",1.7819,NA,375.62,142.2,2.18,3.1698,1.7789
212,1348,"SD",0.97406,NA,373.12,143.09,3.79,3.1896,3.2746
212,1349,"SD",0.97548,NA,373.3,142.92,3.78,3.1858,3.2659
212,1350,"SD",0.98373,NA,372.09,144.13,3.78,3.2128,3.2659
212,1351,"BK",NA,NA,113.49,406.51,0,9.0615,NA
212,1352,"BK",NA,NA,118.8,401.2,0,8.9431,NA
212,1353,"BK",NA,NA,103.41,416.59,0,9.2862,NA
212,1354,"CEL",2.0035,NA,376.03,142.37,1.6,3.1736,1.584
212,1355,"CEL",1.9848,NA,375.58,142.8,1.62,3.1831,1.6038
212,1356,"CEL",1.9934,NA,373.17,145.19,1.64,3.2364,1.6236
213,873,"SC",1.9752,NA,341.01,500.1,4.9,7.8977,3.9984
213,874,"SC",1.9772,NA,344.38,500.6,4.9,7.9056,3.9984
213,875,"SC",1.9792,NA,346.88,501.1,4.9,7.9135,3.9984
213,876,"CEL",1.8563,NA,345.61,500.4,4.3,7.9025,4.257
213,877,"CEL",1.9078,NA,337.02,502.3,4.2,7.9325,4.158
213,878,"CEL",1.9017,NA,368.22,500.7,4.2,7.9072,4.158
213,879,"BK",NA,NA,344.01,500.1,0,7.8977,NA
213,880,"BK",NA,NA,349.93,500.4,0,7.9025,NA
213,881,"BK",NA,NA,346.19,500.4,0,7.9025,NA
214,915,"BK",NA,NA,109.96,200.04,NA,3.8038,NA
214,916,"BK",NA,NA,109.96,200.04,NA,3.8039,NA
214,917,"BK",NA,NA,110.04,199.96,NA,3.8023,NA
214,918,"SC",1.9323,NA,158.18,150.01,1.809,2.8524,1.4761
214,919,"SC",1.9293,NA,158.17,150.02,1.812,2.8527,1.4786
214,920,"SC",1.928,NA,158.18,150,1.813,2.8524,1.4794
214,921,"CEL",1.9275,NA,158.48,150.03,1.495,2.8528,1.48
214,922,"CEL",1.9326,NA,158.49,150.02,1.491,2.8527,1.4761
214,923,"CEL",1.9331,NA,158.45,150.06,1.491,2.8534,1.4761
214,924,"SD",0.96264,NA,156.54,150.03,3.43,2.8528,2.9635
214,925,"SD",0.96285,NA,156.51,150.06,3.43,2.8534,2.9635
214,926,"SD",0.96366,NA,156.52,150.06,3.427,2.8533,2.9609
215,1541,"CEL",2.0982,NA,NA,816.6,9.03,18.757,8.9397
215,1542,"CEL",2.0476,NA,NA,800.43,9.07,18.386,8.9793
215,1543,"CEL",2.0734,NA,NA,807.84,9.04,18.556,8.9496
215,1544,"BK",NA,NA,NA,801.47,NA,18.41,NA
215,1545,"SC",1.9993,NA,NA,805.42,11.34,18.501,9.2534
215,1546,"SC",2.029,NA,NA,801.5,11.12,18.411,9.0739
215,1547,"SC",1.9895,NA,NA,809.22,11.45,18.588,9.3432
215,1548,"SD",1.0362,NA,NA,804.49,20.64,18.479,17.833
215,1549,"SD",1.0402,NA,NA,809.51,20.69,18.595,17.876
215,1550,"SD",1.0424,NA,NA,806.95,20.58,18.536,17.781
216,1517,"BK",NA,NA,289.32,180.08,0,4.4826,NA
216,1518,"BK",NA,NA,289.59,179.83,0,4.4763,NA
216,1519,"BK",NA,NA,288.75,180.61,0,4.4958,NA
216,1520,"CEL",1.9556,NA,288.96,180.44,2.32,4.4915,2.2968
216,1521,"CEL",2.0029,NA,290.11,180.03,2.26,4.4813,2.2374
216,1522,"CEL",2.0002,NA,288.08,181.38,2.28,4.5149,2.2572
216,1523,"SC",1.922,NA,289.26,180.2,2.86,4.4856,2.3338
216,1524,"SC",1.9266,NA,288.95,180,2.85,4.4806,2.3256
216,1525,"SC",1.9252,NA,288.84,180.5,2.86,4.493,2.3338
216,1526,"SD",0.99581,NA,289.26,180.08,5.21,4.4826,4.5014
216,1527,"SD",1.0053,NA,287.73,181.44,5.2,4.5164,4.4928
216,1528,"SD",1.0016,NA,288.94,180.43,5.19,4.4913,4.4842
217,1081,"BK",NA,NA,NA,200.02,NA,4.0597,NA
217,1082,"BK",NA,NA,NA,200.11,NA,4.0615,NA
217,1083,"BK",NA,NA,NA,200.53,NA,4.07,NA
217,1084,"BK",NA,NA,NA,200,NA,4.0593,NA
217,1085,"CEL",2.5111,NA,NA,200.75,1.639,4.0745,1.6226
217,1086,"CEL",2.5028,NA,NA,200.09,1.639,4.0611,1.6226
217,1087,"CEL",2.5051,NA,NA,200.15,1.638,4.0623,1.6216
217,1088,"SC",2.5077,NA,NA,200.03,1.984,4.0599,1.6189
217,1089,"SC",2.4072,NA,NA,200.04,2.067,4.0601,1.6867
217,1090,"SC",2.5269,NA,NA,200.03,1.969,4.0599,1.6067
217,1091,"SC",2.4178,NA,NA,200.12,2.0587,4.0617,1.6799
217,1092,"SD",1.2577,NA,NA,200.02,3.736,4.0597,3.2279
217,1093,"SD",1.2533,NA,NA,200.01,3.749,4.0595,3.2391
217,1094,"SD",1.2473,NA,NA,200.18,3.77,4.0629,3.2573
217,1095,"SD",1.257,NA,NA,200.02,3.738,4.0597,3.2296
218,882,"SC",2.0738,NA,384.23,301.8,7.1,12.015,5.7936
218,883,"SC",2.0396,NA,379.94,301,7.2,11.983,5.8752
218,884,"SC",2.0662,NA,383.01,300.7,7.1,11.971,5.7936
218,885,"CEL",2.0294,NA,377.75,302.8,6,12.054,5.94
218,886,"CEL",2.0153,NA,386.05,300.7,6,11.971,5.94
218,887,"CEL",1.979,NA,382.46,300.2,6.1,11.951,6.039
218,888,"BK",NA,NA,400.16,301.2,0,11.991,NA
218,889,"BK",NA,NA,378.54,301.4,0,11.999,NA
218,890,"BK",NA,NA,381.48,301.3,0,11.995,NA
219,891,"BK",NA,NA,NA,400,NA,6.5857,NA
219,892,"BK",NA,NA,NA,400,NA,6.5857,NA
219,893,"BK",NA,NA,NA,400,NA,6.5857,NA
219,894,"CEL",1.9857,NA,NA,400,3.35,6.5857,3.3165
219,895,"CEL",1.9857,NA,NA,400,3.35,6.5857,3.3165
219,896,"CEL",1.9857,NA,NA,400,3.35,6.5857,3.3165
219,897,"SC",2.0381,NA,NA,400,3.96,6.5857,3.2314
219,898,"SC",2.0381,NA,NA,400,3.96,6.5857,3.2314
219,899,"SC",2.0381,NA,NA,400,3.96,6.5857,3.2314
219,900,"SD",0.99639,NA,NA,400,7.65,6.5857,6.6096
219,901,"SD",0.99639,NA,NA,400,7.65,6.5857,6.6096
219,902,"SD",0.99639,NA,NA,400,7.65,6.5857,6.6096
220,1627,"BK",NA,NA,440.89,310.31,NA,2.9177,NA
220,1628,"SD",0.55606,NA,440.79,310.15,6.07,2.9162,5.2445
220,1629,"SD",0.55491,NA,440.56,310.53,6.09,2.9198,5.2618
220,1630,"SD",0.55173,NA,440.08,310.27,6.12,2.9174,5.2877
220,1631,"BK",NA,NA,441.46,310.13,NA,2.916,NA
220,1632,"BK",NA,NA,440.5,310.01,NA,2.9149,NA
220,1633,"CEL",1.193,NA,440.73,310.26,2.47,2.9173,2.4453
220,1634,"CEL",1.1884,NA,439.86,310.31,2.48,2.9177,2.4552
220,1635,"CEL",1.1694,NA,439.42,310.29,2.52,2.9175,2.4948
220,1636,"SC",1.1114,NA,440.61,310.58,3.22,2.9203,2.6275
220,1637,"SC",1.1141,NA,438.58,310.35,3.21,2.9181,2.6194
220,1638,"SC",1.1083,NA,439.4,310.67,3.23,2.9211,2.6357
221,1291,"SC",1.9836,NA,0.75,1001.7,20,32.372,16.32
221,1292,"SC",1.9784,NA,0.748,1000.1,20.02,32.319,16.336
221,1293,"SC",1.9805,NA,0.739,1000.7,20.01,32.338,16.328
221,1294,"SD",1.0108,NA,0.731,1000.2,37.01,32.322,31.977
221,1295,"SD",1.0111,NA,0.735,1000.2,37,32.322,31.968
221,1296,"SD",1.0109,NA,0.745,1000,37,32.317,31.968
221,1297,"BK",NA,NA,0.773,1000,NA,32.318,NA
221,1298,"BK",NA,NA,0.76,1000.3,NA,32.325,NA
221,1299,"BK",NA,NA,0.771,1000.2,NA,32.321,NA
221,1300,"CEL",1.9181,NA,0.739,1000.1,17.02,32.319,16.85
221,1301,"CEL",1.9204,NA,0.753,1000.1,17,32.32,16.83
221,1302,"CEL",1.9212,NA,0.735,1000.5,17,32.333,16.83
222,1529,"BK",NA,NA,289.04,260.03,0,4.0479,NA
222,1530,"BK",NA,NA,288.74,260.46,0,4.0546,NA
222,1531,"BK",NA,NA,288.97,260.26,0,4.0515,NA
222,1532,"CEL",2.0144,NA,289.22,260.06,2.03,4.0484,2.0097
222,1533,"CEL",2.0282,NA,288.8,260.55,2.02,4.056,1.9998
222,1534,"CEL",2.047,NA,288.92,260.36,2,4.053,1.98
222,1535,"SC",1.9362,NA,288.47,260.83,2.57,4.0604,2.0971
222,1536,"SC",1.9947,NA,288.86,260.35,2.49,4.0529,2.0318
222,1537,"SC",1.8516,NA,289.07,260.12,2.68,4.0493,2.1869
222,1538,"SD",1.0213,NA,288.91,260.18,4.59,4.0502,3.9658
222,1539,"SD",1.0205,NA,288.73,260.53,4.6,4.0557,3.9744
222,1540,"SD",1.0261,NA,288.04,260.84,4.58,4.0605,3.9571
223,1602,"BK",NA,NA,NA,700,NA,9.662,NA
223,1603,"BK",NA,NA,NA,700,NA,9.662,NA
223,1604,"BK",NA,NA,NA,700,NA,9.662,NA
223,1605,"CEL",2.0279,NA,NA,695.25,4.78,9.5965,4.7322
223,1606,"CEL",2.0279,NA,NA,695.25,4.78,9.5965,4.7322
223,1607,"CEL",2.0279,NA,NA,695.25,4.78,9.5965,4.7322
223,1608,"SC",1.9599,NA,NA,694.03,5.99,9.5796,4.8878
223,1609,"SC",1.9599,NA,NA,694.04,5.99,9.5798,4.8878
223,1610,"SC",1.9566,NA,NA,694.02,6,9.5795,4.896
223,1611,"SD",1.0138,NA,NA,689.15,10.86,9.5123,9.383
223,1612,"SD",1.0138,NA,NA,689.16,10.86,9.5124,9.383
223,1613,"SD",1.0128,NA,NA,689.14,10.87,9.5121,9.3917
223,1614,"SD",1.0138,NA,NA,689.14,10.86,9.5121,9.383
224,1445,"BK",NA,NA,655,480,0,7.4685,NA
224,1446,"BK",NA,NA,655,480,0,7.4685,NA
224,1447,"BK",NA,NA,655,480,0,7.4685,NA
224,1448,"SC",1.6315,NA,655,480,5.61,7.4685,4.5778
224,1449,"SC",1.5973,NA,655,480,5.73,7.4685,4.6757
224,1450,"SC",1.6551,NA,655,480,5.53,7.4685,4.5125
224,1451,"CEL",1.6617,NA,655,480,4.54,7.4685,4.4946
224,1452,"CEL",1.6544,NA,655,480,4.56,7.4685,4.5144
224,1453,"CEL",1.6472,NA,655,480,4.58,7.4685,4.5342
224,1454,"SD",0.8056,NA,655,480,10.73,7.4685,9.2707
224,1455,"SD",0.80485,NA,655,480,10.74,7.4685,9.2794
224,1456,"SD",0.8056,NA,655,480,10.73,7.4685,9.2707
225,1168,"BK",NA,NA,NA,400.54,NA,11.537,NA
225,1169,"SD",0.90536,NA,NA,401.94,14.8,11.577,12.787
225,1170,"SD",0.89953,NA,NA,399.62,14.81,11.51,12.796
225,1171,"SD",0.90149,NA,NA,399.95,14.79,11.52,12.779
225,1172,"BK",NA,NA,NA,399.22,NA,11.499,NA
225,1173,"BK",NA,NA,NA,400.69,NA,11.541,NA
225,1174,"CEL",1.7624,NA,NA,399.19,6.59,11.498,6.5241
225,1175,"CEL",1.7833,NA,NA,400.26,6.53,11.529,6.4647
225,1176,"CEL",1.7849,NA,NA,399.99,6.52,11.521,6.4548
225,1177,"SC",1.7673,NA,NA,399.04,7.97,11.494,6.5035
225,1178,"SC",1.7154,NA,NA,399.47,8.22,11.506,6.7075
225,1179,"SC",1.7728,NA,NA,400.78,7.98,11.544,6.5117
226,1588,"BK",Inf,NA,NA,400,0,11.762,0
226,1589,"CEL",4.039,NA,NA,397.08,2.92,11.676,2.8908
226,1590,"CEL",4.039,NA,NA,397.08,2.92,11.676,2.8908
226,1591,"SD",0.99971,NA,NA,386.83,13.169,11.375,11.378
226,1592,"SD",0.99971,NA,NA,386.83,13.169,11.375,11.378
226,1593,"SD",0.99963,NA,NA,386.83,13.17,11.375,11.379
226,1594,"SD",0.99971,NA,NA,386.83,13.169,11.375,11.378
226,1595,"BK",Inf,NA,NA,400,0,11.762,0
226,1596,"BK",Inf,NA,NA,400,0,11.762,0
226,1597,"SC",2.0013,NA,NA,392.92,7.075,11.554,5.7732
226,1598,"SC",2.0001,NA,NA,392.92,7.079,11.554,5.7765
226,1599,"SC",1.9999,NA,NA,392.92,7.08,11.554,5.7773
226,1600,"SC",1.9999,NA,NA,392.92,7.08,11.554,5.7773
226,1601,"CEL",4.039,NA,NA,397.08,2.92,11.676,2.8908
227,781,"BK",NA,NA,910,1003.6,NA,12.345,NA
227,782,"BK",NA,NA,910,1000.5,NA,12.306,NA
227,783,"BK",NA,NA,910,1003.1,NA,12.338,NA
227,784,"CEL",2.0144,NA,910,1005.2,6.2,12.364,6.138
227,785,"CEL",2.005,NA,910,1000.5,6.2,12.306,6.138
227,786,"SC",2.0109,NA,910,1000.5,7.5,12.306,6.12
227,787,"SC",1.9838,NA,910,1000.2,7.6,12.303,6.2016
227,788,"SC",1.9852,NA,910,1000.9,7.6,12.311,6.2016
228,801,"BK",NA,NA,NA,400,NA,6.3039,NA
228,802,"SD",1.0051,NA,NA,392.87,7.13,6.1916,6.1603
228,803,"SD",1.0051,NA,NA,392.87,7.13,6.1916,6.1603
228,804,"SD",1.0051,NA,NA,392.87,7.13,6.1916,6.1603
228,805,"BK",NA,NA,NA,400,NA,6.3039,NA
228,806,"BK",NA,NA,NA,400,NA,6.3039,NA
228,807,"CEL",2.0185,NA,NA,396.87,3.13,6.2546,3.0987
228,808,"CEL",2.0185,NA,NA,396.87,3.13,6.2546,3.0987
228,809,"CEL",2.0185,NA,NA,396.87,3.13,6.2546,3.0987
228,810,"SC",2.003,NA,NA,396.18,3.82,6.2437,3.1171
228,811,"SC",2.003,NA,NA,396.18,3.82,6.2437,3.1171
228,812,"SC",2.003,NA,NA,396.18,3.82,6.2437,3.1171
229,1336,"BK",NA,NA,NA,320.02,0,4.0273,NA
229,1337,"BK",NA,NA,NA,320.03,0,4.0274,NA
229,1338,"BK",NA,NA,NA,320.05,0,4.0277,NA
229,1339,"CEL",1.945,NA,NA,320.06,2.0918,4.0278,2.0709
229,1340,"CEL",1.945,NA,NA,320.04,2.0917,4.0276,2.0708
229,1341,"CEL",1.9453,NA,NA,320.1,2.0917,4.0283,2.0708
229,1342,"SC",1.8391,NA,NA,320.05,2.6838,4.0277,2.19
229,1343,"SC",1.8394,NA,NA,320.05,2.6834,4.0277,2.1897
229,1344,"SC",1.8392,NA,NA,320.05,2.6837,4.0277,2.1899
230,1057,"SC",1.7327,NA,NA,400,2,2.8277,1.632
230,1058,"SC",1.7327,NA,NA,400,2,2.8277,1.632
230,1059,"SC",1.7327,NA,NA,400,2,2.8277,1.632
230,1060,"CEL",1.5868,NA,NA,400,1.8,2.8277,1.782
230,1061,"CEL",1.5868,NA,NA,400,1.8,2.8277,1.782
230,1062,"CEL",1.5868,NA,NA,400,1.8,2.8277,1.782
230,1063,"SD",0.93508,NA,NA,400,3.5,2.8277,3.024
230,1064,"SD",0.93508,NA,NA,400,3.5,2.8277,3.024
230,1065,"SD",0.93508,NA,NA,400,3.5,2.8277,3.024
230,1066,"BK",NA,NA,NA,400,0,2.8277,NA
230,1067,"BK",NA,NA,NA,400,0,2.8277,NA
230,1068,"BK",NA,NA,NA,400,0,2.8277,NA
231,927,"BK",NA,NA,109.9,200.1,NA,3.7885,NA
231,928,"BK",NA,NA,110,200,NA,3.7866,NA
231,929,"BK",NA,NA,110,200,NA,3.7866,NA
231,930,"SC",1.6351,NA,157.8,150.1,2.13,2.8419,1.7381
231,931,"SC",1.6428,NA,157.8,150.1,2.12,2.8419,1.7299
231,932,"SC",1.6417,NA,157.9,150,2.12,2.84,1.7299
231,933,"CEL",2.0215,NA,158.5,150.1,1.42,2.8419,1.4058
231,934,"CEL",2.0202,NA,158.5,150,1.42,2.84,1.4058
231,935,"CEL",2.0202,NA,158.6,150,1.42,2.84,1.4058
232,1551,"CEL",2.0477,NA,NA,801.98,6.82,13.826,6.7518
232,1552,"CEL",2.0581,NA,NA,802.48,6.79,13.835,6.7221
232,1553,"CEL",2.0483,NA,NA,802.18,6.82,13.829,6.7518
232,1554,"BK",NA,NA,NA,802.07,NA,13.828,NA
232,1555,"BK",NA,NA,NA,803.57,NA,13.853,NA
232,1556,"SC",2.0001,NA,NA,802.78,8.48,13.84,6.9197
232,1557,"SC",2.0078,NA,NA,803.03,8.45,13.844,6.8952
232,1558,"SC",2.0264,NA,NA,801.84,8.36,13.824,6.8218
232,1559,"SD",1.0198,NA,NA,804.96,15.75,13.877,13.608
232,1560,"SD",1.0233,NA,NA,803.65,15.67,13.855,13.539
232,1561,"SD",1.0418,NA,NA,805.59,15.43,13.888,13.332
233,1457,"BK",NA,NA,655,480,0,7.4685,NA
233,1458,"BK",NA,NA,655,480,0,7.4685,NA
233,1459,"BK",NA,NA,655,480,0,7.4685,NA
233,1460,"SC",1.6315,NA,655,480,5.61,7.4685,4.5778
233,1461,"SC",1.5973,NA,655,480,5.73,7.4685,4.6757
233,1462,"SC",1.6551,NA,655,480,5.53,7.4685,4.5125
233,1463,"CEL",1.6617,NA,655,480,4.54,7.4685,4.4946
233,1464,"CEL",1.6544,NA,655,480,4.56,7.4685,4.5144
233,1465,"CEL",1.6472,NA,655,480,4.58,7.4685,4.5342
233,1466,"SD",0.8056,NA,655,480,10.73,7.4685,9.2707
233,1467,"SD",0.80485,NA,655,480,10.74,7.4685,9.2794
233,1468,"SD",0.8056,NA,655,480,10.73,7.4685,9.2707
234,1303,"BK",NA,NA,NA,1000,NA,18.234,NA
234,1304,"CEL",1.9784,NA,NA,1000,9.31,18.234,9.2169
234,1305,"SC",1.9314,NA,NA,1000.1,11.57,18.235,9.4411
234,1306,"SD",0.97663,NA,NA,1000,21.61,18.235,18.671
234,1307,"BK",NA,NA,NA,1000,NA,18.235,NA
234,1308,"CEL",1.9719,NA,NA,1000,9.34,18.234,9.2466
234,1309,"SC",1.9585,NA,NA,1000,11.41,18.235,9.3106
234,1310,"SD",0.9762,NA,NA,1000.1,21.62,18.235,18.68
234,1311,"BK",NA,NA,NA,1000,NA,18.234,NA
234,1312,"CEL",1.9678,NA,NA,1000,9.36,18.234,9.2664
234,1313,"SC",1.9688,NA,NA,1000,11.35,18.234,9.2616
234,1314,"SD",0.97703,NA,NA,1000,21.6,18.234,18.662
235,1126,"BK",NA,NA,NA,483.72,NA,26.198,NA
235,1127,"BK",NA,NA,NA,483.69,NA,26.196,NA
235,1128,"BK",NA,NA,NA,483.68,NA,26.196,NA
235,1129,"CEL",2.0045,NA,NA,251.73,6.87,13.633,6.8013
235,1130,"CEL",2.0019,NA,NA,251.77,6.88,13.636,6.8112
235,1131,"CEL",2.0077,NA,NA,252.13,6.87,13.655,6.8013
235,1132,"SC",0.9692,NA,NA,184.14,12.61,9.9728,10.29
235,1133,"SC",0.96946,NA,NA,184.19,12.61,9.9755,10.29
235,1134,"SC",0.96777,NA,NA,184.16,12.63,9.9739,10.306
235,1135,"SC",1.9403,NA,NA,241.77,8.27,13.094,6.7483
235,1136,"SC",1.9402,NA,NA,242.05,8.28,13.109,6.7565
235,1137,"SC",1.9365,NA,NA,241.59,8.28,13.084,6.7565
235,1138,"SD",0.49543,NA,NA,130.49,16.51,7.0672,14.265
235,1139,"SD",0.49483,NA,NA,130.49,16.53,7.0672,14.282
235,1140,"SD",0.49543,NA,NA,130.49,16.51,7.0672,14.265
235,1141,"SD",0.99027,NA,NA,190.38,12.051,10.311,10.412
235,1142,"SD",0.98789,NA,NA,190.38,12.08,10.311,10.437
235,1143,"SD",0.98631,NA,NA,190.39,12.1,10.311,10.454
236,1033,"BK",NA,NA,NA,400,NA,2.6383,NA
236,1034,"BK",NA,NA,NA,400,NA,2.6383,NA
236,1035,"BK",NA,NA,NA,400,NA,2.6383,NA
236,1036,"CEL",0.80269,NA,NA,400,3.32,2.6383,3.2868
236,1037,"CEL",0.80269,NA,NA,400,3.32,2.6383,3.2868
236,1038,"CEL",0.80269,NA,NA,400,3.32,2.6383,3.2868
