"bottle.id","approach.fit","lag.rem","fit.to","fit.last","tlag","ylag","B0","k","ME"
"1063","4","FALSE","SMP",FALSE,0,0,400.2,0.045662,0.99436
"1063","5","TRUE","SMP.rate",TRUE,15.1,198.9,332.81,0.20213,0.5772
"1063","6","TRUE","SMP",TRUE,15.1,198.9,347.33,0.082423,0.97951
"1064","1","TRUE","SMP.rate",FALSE,15.1,161.64,315.6,0.13639,0.61388
"1064","2","TRUE","SMP",FALSE,15.1,161.64,310.58,0.081016,0.98245
"1064","3","FALSE","SMP.rate",FALSE,0,0,394.33,0.035253,0.27
"1064","4","FALSE","SMP",FALSE,0,0,373.39,0.039212,0.99003
"1064","5","TRUE","SMP.rate",TRUE,15.1,161.64,290.69,0.1678,0.6033
"1064","6","TRUE","SMP",TRUE,15.1,161.64,299.53,0.094199,0.97673
"1065","1","TRUE","SMP.rate",FALSE,15.1,168.46,324.98,0.13566,0.55101
"1065","2","TRUE","SMP",FALSE,15.1,168.46,327.52,0.07032,0.97688
"1065","3","FALSE","SMP.rate",FALSE,0,0,409.71,0.034599,0.28863
"1065","4","FALSE","SMP",FALSE,0,0,384.34,0.039116,0.9929
"1065","5","TRUE","SMP.rate",TRUE,15.1,168.46,299.4,0.17007,0.54231
"1065","6","TRUE","SMP",TRUE,15.1,168.46,311.63,0.085228,0.96901
"1069","1","TRUE","SMP.rate",FALSE,15.7,198.66,870.3,0.042452,0.53564
"1069","2","TRUE","SMP",FALSE,15.7,198.66,765.74,0.039149,0.95636
"1069","3","FALSE","SMP.rate",FALSE,0,0,1283.1,0.014756,0.21123
"1069","4","FALSE","SMP",FALSE,0,0,999.04,0.018234,0.97788
"1069","5","TRUE","SMP.rate",TRUE,15.7,198.66,766.56,0.050477,0.51606
"1069","6","TRUE","SMP",TRUE,15.7,198.66,829.81,0.03196,0.95018
"107","1","TRUE","SMP.rate",FALSE,7.4,159.86,343.19,0.2227,0.97119
"107","2","TRUE","SMP",FALSE,7.4,159.86,343.65,0.21887,0.99736
"107","3","FALSE","SMP.rate",FALSE,0,0,857.9,0.028238,0.19031
"107","4","FALSE","SMP",FALSE,0,0,401.52,0.074411,0.95762
"107","5","TRUE","SMP.rate",TRUE,7.4,159.86,347.42,0.21668,0.97093
"107","6","TRUE","SMP",TRUE,7.4,159.86,347.52,0.20997,0.99668
"1070","1","TRUE","SMP.rate",FALSE,15.7,227.15,966.43,0.036901,0.49696
"1070","2","TRUE","SMP",FALSE,15.7,227.15,828.69,0.034202,0.98412
"1070","3","FALSE","SMP.rate",FALSE,0,0,1349.4,0.015263,0.23755
"1070","4","FALSE","SMP",FALSE,0,0,1037.8,0.018468,0.9855
"1070","5","TRUE","SMP.rate",TRUE,15.7,227.15,800.54,0.046522,0.44898
"1070","6","TRUE","SMP",TRUE,15.7,227.15,861.95,0.031068,0.98279
"1071","1","TRUE","SMP.rate",FALSE,49,603.73,888.31,0.1943,0.8674
"1071","2","TRUE","SMP",FALSE,49,603.73,863.55,0.16847,0.99068
"1071","3","FALSE","SMP.rate",FALSE,0,0,21228,0.00073025,0.00053632
"1071","4","FALSE","SMP",FALSE,NA,NA,NA,NA,NA
"1071","5","TRUE","SMP.rate",TRUE,49,603.73,864.32,0.21534,0.86429
"1071","6","TRUE","SMP",TRUE,49,603.73,866.37,0.16383,0.99041
"1072","1","TRUE","SMP.rate",FALSE,3.7,35.006,426.33,0.059705,0.58924
"1072","2","TRUE","SMP",FALSE,3.7,35.006,457.29,0.049203,0.9867
"1072","3","FALSE","SMP.rate",FALSE,0,0,517.95,0.03434,0.35796
"1072","4","FALSE","SMP",FALSE,0,0,489.53,0.03844,0.99183
"1072","5","TRUE","SMP.rate",TRUE,3.7,35.006,448.66,0.056075,0.5874
"1072","6","TRUE","SMP",TRUE,3.7,35.006,460.96,0.048408,0.98662
"1073","1","TRUE","SMP.rate",FALSE,3.7,33.514,332.01,0.080501,0.73267
"1073","2","TRUE","SMP",FALSE,3.7,33.514,345.92,0.06829,0.98677
"1073","3","FALSE","SMP.rate",FALSE,0,0,396.6,0.052737,0.59002
"1073","4","FALSE","SMP",FALSE,0,0,362.61,0.052873,0.98974
"1073","5","TRUE","SMP.rate",TRUE,3.7,33.514,348.26,0.075655,0.73088
"1073","6","TRUE","SMP",TRUE,3.7,33.514,353.25,0.064902,0.98569
"1074","1","TRUE","SMP.rate",FALSE,8.9,137.59,279.26,0.20406,0.62946
"1074","2","TRUE","SMP",FALSE,8.9,137.59,380.25,0.058068,0.97299
"1074","3","FALSE","SMP.rate",FALSE,0,0,442.53,0.041886,0.40441
"1074","4","FALSE","SMP",FALSE,0,0,388.67,0.051894,0.98638
"1074","5","TRUE","SMP.rate",TRUE,8.9,137.59,368.86,0.093493,0.58304
"1074","6","TRUE","SMP",TRUE,8.9,137.59,384.33,0.056185,0.9727
"1075","1","TRUE","SMP.rate",FALSE,15.7,243.19,541.23,0.10276,0.96229
"1075","2","TRUE","SMP",FALSE,15.7,243.19,536.04,0.10777,0.99827
"1075","3","FALSE","SMP.rate",FALSE,0,0,720.38,0.030117,0.45245
"1075","4","FALSE","SMP",FALSE,0,0,664.49,0.033828,0.96078
"1075","5","TRUE","SMP.rate",TRUE,15.7,243.19,536.94,0.10421,0.96214
"1075","6","TRUE","SMP",TRUE,15.7,243.19,536.43,0.1074,0.99827
"1076","1","TRUE","SMP.rate",FALSE,13.9,229.81,586.51,0.10361,0.952
"1076","2","TRUE","SMP",FALSE,13.9,229.81,576.3,0.111,0.99749
"1076","3","FALSE","SMP.rate",FALSE,0,0,810.65,0.029381,0.3941
"1076","4","FALSE","SMP",FALSE,0,0,722.92,0.034569,0.95421
"1076","5","TRUE","SMP.rate",TRUE,13.9,229.81,580.17,0.10548,0.95176
"1076","6","TRUE","SMP",TRUE,13.9,229.81,579.65,0.10838,0.99718
"1077","1","TRUE","SMP.rate",FALSE,15.7,267.56,542.1,0.12121,0.95993
"1077","2","TRUE","SMP",FALSE,15.7,267.56,540.85,0.11777,0.99594
"1077","3","FALSE","SMP.rate",FALSE,0,0,772.25,0.030046,0.39099
"1077","4","FALSE","SMP",FALSE,0,0,677.48,0.034989,0.95603
"1077","5","TRUE","SMP.rate",TRUE,15.7,267.56,544.05,0.12033,0.95989
"1077","6","TRUE","SMP",TRUE,15.7,267.56,544.82,0.1135,0.99523
"108","1","TRUE","SMP.rate",FALSE,7.4,159.76,342.48,0.22696,0.96764
"108","2","TRUE","SMP",FALSE,7.4,159.76,342.8,0.22335,0.99713
"108","3","FALSE","SMP.rate",FALSE,0,0,889.32,0.026958,0.15977
"108","4","FALSE","SMP",FALSE,0,0,402.24,0.073864,0.95386
"108","5","TRUE","SMP.rate",TRUE,7.4,159.76,346.72,0.22077,0.96738
"108","6","TRUE","SMP",TRUE,7.4,159.76,346.81,0.21385,0.99639
"1085","1","TRUE","SMP.rate",FALSE,2.8,191.52,340.18,1.5069,0.9575
"1085","2","TRUE","SMP",FALSE,2.8,191.52,334.58,1.6821,0.97626
"1085","3","FALSE","SMP.rate",FALSE,0,0,402.31,0.1994,0.33751
"1085","4","FALSE","SMP",FALSE,0,0,339.03,0.35668,0.86959
"1085","5","TRUE","SMP.rate",TRUE,2.8,191.52,333.1,1.5818,0.95634
"1085","6","TRUE","SMP",TRUE,2.8,191.52,333.1,1.73,0.96727
"1086","1","TRUE","SMP.rate",FALSE,2.8,180.41,331.04,1.4937,0.95659
"1086","2","TRUE","SMP",FALSE,2.8,180.41,311.57,2.1484,0.7739
"1086","3","FALSE","SMP.rate",FALSE,0,0,379.45,0.20327,0.32243
"1086","4","FALSE","SMP",FALSE,0,0,314.6,0.38052,0.83853
"1086","5","TRUE","SMP.rate",TRUE,2.8,180.41,307.2,1.7573,0.94293
"1086","6","TRUE","SMP",TRUE,2.8,180.41,307.2,2.3168,0.68709
"1088","1","TRUE","SMP.rate",FALSE,0.5,77.151,426.28,0.59627,0.95601
"1088","2","TRUE","SMP",FALSE,0.5,77.151,420.06,0.62935,0.99913
"1088","3","FALSE","SMP.rate",FALSE,0,0,447.78,0.46421,0.91895
"1088","4","FALSE","SMP",FALSE,0,0,420.7,0.56318,0.99547
"1088","5","TRUE","SMP.rate",TRUE,0.5,77.151,419.36,0.60796,0.95579
"1088","6","TRUE","SMP",TRUE,0.5,77.151,419.36,0.63311,0.99898
"1089","1","TRUE","SMP.rate",FALSE,0.5,78.795,439.66,0.61872,0.95258
"1089","2","TRUE","SMP",FALSE,0.5,78.795,432.98,0.65482,0.99908
"1089","3","FALSE","SMP.rate",FALSE,0,0,462.76,0.47189,0.91174
"1089","4","FALSE","SMP",FALSE,0,0,433.69,0.57779,0.99471
"1089","5","TRUE","SMP.rate",TRUE,0.5,78.795,432.87,0.63011,0.95238
"1089","6","TRUE","SMP",TRUE,0.5,78.795,432.87,0.6554,0.99908
"109","1","TRUE","SMP.rate",FALSE,0.9,25.061,597.88,0.071125,0.29664
"109","2","TRUE","SMP",FALSE,0.9,25.061,391.89,0.097973,0.9636
"109","3","FALSE","SMP.rate",FALSE,0,0,663.91,0.058932,0.25866
"109","4","FALSE","SMP",FALSE,0,0,397.67,0.09148,0.96582
"109","5","TRUE","SMP.rate",TRUE,0.9,25.061,365.72,0.12486,0.21778
