"bottle.id","approach.fit","lag.rem","fit.to","fit.last","tlag","ylag","B0","k","ME"
"1292","1","TRUE","SMP.rate",FALSE,4.5,244.24,468.1,0.51878,0.90843
"1292","2","TRUE","SMP",FALSE,4.5,244.24,523.76,0.26319,0.95577
"1292","3","FALSE","SMP.rate",FALSE,0,0,595.99,0.11253,0.51433
"1292","4","FALSE","SMP",FALSE,0,0,539.72,0.15688,0.96189
"1292","5","TRUE","SMP.rate",TRUE,4.5,244.24,536.07,0.37262,0.87148
"1292","6","TRUE","SMP",TRUE,4.5,244.24,536.27,0.22482,0.93133
"1293","1","TRUE","SMP.rate",FALSE,4.5,245.78,472.08,0.47022,0.90381
"1293","2","TRUE","SMP",FALSE,4.5,245.78,526.71,0.24647,0.96283
"1293","3","FALSE","SMP.rate",FALSE,0,0,596.55,0.11234,0.53821
"1293","4","FALSE","SMP",FALSE,0,0,541.99,0.1547,0.9657
"1293","5","TRUE","SMP.rate",TRUE,4.5,245.78,538.71,0.3392,0.86944
"1293","6","TRUE","SMP",TRUE,4.5,245.78,539,0.21231,0.94174
"1294","1","TRUE","SMP.rate",FALSE,5,113.1,287.52,0.18617,0.89056
"1294","2","TRUE","SMP",FALSE,5,113.1,304.4,0.14251,0.98821
"1294","3","FALSE","SMP.rate",FALSE,0,0,342.14,0.081226,0.57086
"1294","4","FALSE","SMP",FALSE,0,0,317.32,0.10286,0.98193
"1294","5","TRUE","SMP.rate",TRUE,5,113.1,310.7,0.16089,0.88001
"1294","6","TRUE","SMP",TRUE,5,113.1,312.98,0.12705,0.98085
"1295","1","TRUE","SMP.rate",FALSE,4.2,96.599,292.13,0.19683,0.90979
"1295","2","TRUE","SMP",FALSE,4.2,96.599,309.38,0.15366,0.98838
"1295","3","FALSE","SMP.rate",FALSE,0,0,347.07,0.086152,0.57977
"1295","4","FALSE","SMP",FALSE,0,0,321.67,0.10953,0.98187
"1295","5","TRUE","SMP.rate",TRUE,4.2,96.599,316.86,0.17169,0.90019
"1295","6","TRUE","SMP",TRUE,4.2,96.599,318.57,0.13675,0.97992
"1296","1","TRUE","SMP.rate",FALSE,4.5,100.86,295.56,0.17443,0.90195
"1296","2","TRUE","SMP",FALSE,4.5,100.86,306.42,0.14811,0.99241
"1296","3","FALSE","SMP.rate",FALSE,0,0,345.43,0.082488,0.58998
"1296","4","FALSE","SMP",FALSE,0,0,319.52,0.10508,0.98243
"1296","5","TRUE","SMP.rate",TRUE,4.5,100.86,315.11,0.15698,0.8953
"1296","6","TRUE","SMP",TRUE,4.5,100.86,317.02,0.12956,0.98179
"13","1","TRUE","SMP.rate",FALSE,1,24.581,488.56,0.11554,0.9766
"13","2","TRUE","SMP",FALSE,1,24.581,458.17,0.14725,0.99726
"13","3","FALSE","SMP.rate",FALSE,0,0,540.26,0.083343,0.83376
"13","4","FALSE","SMP",FALSE,0,0,462.34,0.12358,0.991
"13","5","TRUE","SMP.rate",TRUE,1,24.581,461.94,0.12313,0.97559
"13","6","TRUE","SMP",TRUE,1,24.581,461.78,0.14424,0.99701
"130","1","TRUE","SMP.rate",FALSE,3,32.245,385.02,0.27811,0.93426
"130","2","TRUE","SMP",FALSE,3,32.245,362.14,0.34229,0.99108
"130","3","FALSE","SMP.rate",FALSE,0,0,432.88,0.097845,0.30841
"130","4","FALSE","SMP",FALSE,0,0,386.69,0.14819,0.90614
"130","5","TRUE","SMP.rate",TRUE,3,32.245,357.59,0.29818,0.92984
"130","6","TRUE","SMP",TRUE,3,32.245,357.4,0.35588,0.98931
"1300","1","TRUE","SMP.rate",FALSE,7.5,285.06,329.7,2.6221,0.92302
"1300","2","TRUE","SMP",FALSE,7.5,285.06,362.21,0.24165,0.69295
"1300","3","FALSE","SMP.rate",FALSE,0,0,429.19,0.08772,0.27724
"1300","4","FALSE","SMP",FALSE,0,0,380.21,0.13361,0.90735
"1300","5","TRUE","SMP.rate",TRUE,7.5,285.06,369.82,1.0998,0.68493
"1300","6","TRUE","SMP",TRUE,7.5,285.06,370.49,0.16426,0.60533
"1301","1","TRUE","SMP.rate",FALSE,7.5,275.68,324,2.44,0.91271
"1301","2","TRUE","SMP",FALSE,7.5,275.68,353.92,0.2573,0.63336
"1301","3","FALSE","SMP.rate",FALSE,0,0,420.73,0.08743,0.27738
"1301","4","FALSE","SMP",FALSE,0,0,372.09,0.13323,0.90892
"1301","5","TRUE","SMP.rate",TRUE,7.5,275.68,365.28,1.0849,0.68567
"1301","6","TRUE","SMP",TRUE,7.5,275.68,366.57,0.14427,0.46092
"1302","1","TRUE","SMP.rate",FALSE,7.5,278.38,333.9,2.2003,0.90347
"1302","2","TRUE","SMP",FALSE,7.5,278.38,363.91,0.29322,0.64409
"1302","3","FALSE","SMP.rate",FALSE,0,0,433.94,0.086258,0.27091
"1302","4","FALSE","SMP",FALSE,0,0,384.3,0.13087,0.90862
"1302","5","TRUE","SMP.rate",TRUE,7.5,278.38,376.03,1.0774,0.71325
"1302","6","TRUE","SMP",TRUE,7.5,278.38,376.88,0.16084,0.4555
"1304","1","TRUE","SMP.rate",FALSE,2.8,57.609,316.15,0.45092,0.98739
"1304","2","TRUE","SMP",FALSE,2.8,57.609,320.72,0.581,0.99851
"1304","3","FALSE","SMP.rate",FALSE,0,0,384.6,0.11743,0.28806
"1304","4","FALSE","SMP",FALSE,0,0,334.08,0.19446,0.89742
"1304","5","TRUE","SMP.rate",TRUE,2.8,57.609,317.1,0.44936,0.98738
"1304","6","TRUE","SMP",TRUE,2.8,57.609,317.1,0.61398,0.99677
"1305","1","TRUE","SMP.rate",FALSE,3,106.5,408.92,0.45135,0.99073
"1305","2","TRUE","SMP",FALSE,3,106.5,424.15,0.39223,0.99796
"1305","3","FALSE","SMP.rate",FALSE,0,0,438.11,0.12237,0.57429
"1305","4","FALSE","SMP",FALSE,0,0,441.19,0.18072,0.94582
"1305","5","TRUE","SMP.rate",TRUE,3,106.5,423.14,0.43631,0.98853
"1305","6","TRUE","SMP",TRUE,3,106.5,423.14,0.39636,0.99783
"1306","1","TRUE","SMP.rate",FALSE,2.8,43.93,286.71,0.14923,0.9692
"1306","2","TRUE","SMP",FALSE,2.8,43.93,275.9,0.13774,0.99784
"1306","3","FALSE","SMP.rate",FALSE,0,0,328.41,0.076657,0.58407
"1306","4","FALSE","SMP",FALSE,0,0,292.45,0.097489,0.98347
"1306","5","TRUE","SMP.rate",TRUE,2.8,43.93,270.54,0.15943,0.96575
"1306","6","TRUE","SMP",TRUE,2.8,43.93,272.11,0.1429,0.99721
"1308","1","TRUE","SMP.rate",FALSE,2.8,52.687,329.99,0.43647,0.97986
"1308","2","TRUE","SMP",FALSE,2.8,52.687,317.25,0.58422,0.99709
"1308","3","FALSE","SMP.rate",FALSE,0,0,397.11,0.11483,0.27437
"1308","4","FALSE","SMP",FALSE,0,0,330.33,0.19384,0.89179
"1308","5","TRUE","SMP.rate",TRUE,2.8,52.687,313.15,0.46283,0.97848
"1308","6","TRUE","SMP",TRUE,2.8,52.687,313.15,0.62049,0.99486
"1309","1","TRUE","SMP.rate",FALSE,2.8,98.17,387.89,0.31382,0.9462
"1309","2","TRUE","SMP",FALSE,2.8,98.17,423.46,0.38297,0.9983
"1309","3","FALSE","SMP.rate",FALSE,0,0,445.36,0.12619,0.57523
"1309","4","FALSE","SMP",FALSE,0,0,439.77,0.18359,0.94933
"1309","5","TRUE","SMP.rate",TRUE,2.8,98.17,423.9,0.28123,0.93931
"1309","6","TRUE","SMP",TRUE,2.8,98.17,423.79,0.38169,0.99829
"131","1","TRUE","SMP.rate",FALSE,3,40.851,401.68,0.26591,0.95151
"131","2","TRUE","SMP",FALSE,3,40.851,386.71,0.3032,0.99568
"131","3","FALSE","SMP.rate",FALSE,0,0,464.36,0.094316,0.33372
"131","4","FALSE","SMP",FALSE,0,0,416.36,0.13829,0.92577
"131","5","TRUE","SMP.rate",TRUE,3,40.851,389.77,0.27411,0.9507
"131","6","TRUE","SMP",TRUE,3,40.851,389.57,0.29617,0.99519
"1310","1","TRUE","SMP.rate",FALSE,2.8,44.1,291.29,0.1504,0.96327
"1310","2","TRUE","SMP",FALSE,2.8,44.1,281.42,0.13491,0.99794
"1310","3","FALSE","SMP.rate",FALSE,0,0,335.73,0.07621,0.57812
"1310","4","FALSE","SMP",FALSE,0,0,298.65,0.095725,0.98407
"1310","5","TRUE","SMP.rate",TRUE,2.8,44.1,275.81,0.16017,0.96028
"1310","6","TRUE","SMP",TRUE,2.8,44.1,277.91,0.13944,0.99745
"1312","1","TRUE","SMP.rate",FALSE,2.8,59.819,303.57,0.46053,0.98594
"1312","2","TRUE","SMP",FALSE,2.8,59.819,314.52,0.58296,0.99891
"1312","3","FALSE","SMP.rate",FALSE,0,0,372.19,0.11776,0.28327
"1312","4","FALSE","SMP",FALSE,0,0,327.7,0.19502,0.89912
"1312","5","TRUE","SMP.rate",TRUE,2.8,59.819,311.76,0.44641,0.98555
"1312","6","TRUE","SMP",TRUE,2.8,59.819,311.76,0.60923,0.99784
"1313","1","TRUE","SMP.rate",FALSE,3,108.3,407.07,0.46258,0.99088
"1313","2","TRUE","SMP",FALSE,3,108.3,424.53,0.39237,0.99754
"1313","3","FALSE","SMP.rate",FALSE,0,0,436.66,0.12387,0.58169
"1313","4","FALSE","SMP",FALSE,0,0,441.5,0.18138,0.94695
"1313","5","TRUE","SMP.rate",TRUE,3,108.3,423.5,0.44452,0.98787
"1313","6","TRUE","SMP",TRUE,3,108.3,423.51,0.39661,0.99741
"1314","1","TRUE","SMP.rate",FALSE,2.8,45.309,294.68,0.15246,0.96301
"1314","2","TRUE","SMP",FALSE,2.8,45.309,285.57,0.13378,0.99859
"1314","3","FALSE","SMP.rate",FALSE,0,0,341.9,0.076232,0.57481
"1314","4","FALSE","SMP",FALSE,0,0,302.88,0.095519,0.98526
"1314","5","TRUE","SMP.rate",TRUE,2.8,45.309,280.69,0.16139,0.96064
"1314","6","TRUE","SMP",TRUE,2.8,45.309,283.31,0.1366,0.9984
"1316","1","TRUE","SMP.rate",FALSE,1.8,27.317,335.82,0.30109,0.97015
"1316","2","TRUE","SMP",FALSE,1.8,27.317,351.16,0.31799,0.99801
"1316","3","FALSE","SMP.rate",FALSE,0,0,340.99,0.11624,0.40943
"1316","4","FALSE","SMP",FALSE,0,0,361.35,0.19258,0.95694
"1316","5","TRUE","SMP.rate",TRUE,1.8,27.317,351.94,0.28736,0.9684
"1316","6","TRUE","SMP",TRUE,1.8,27.317,351.88,0.31575,0.99797
"1317","1","TRUE","SMP.rate",FALSE,1.8,100.42,455.75,0.26337,0.93782
"1317","2","TRUE","SMP",FALSE,1.8,100.42,478.73,0.30072,0.99403
"1317","3","FALSE","SMP.rate",FALSE,0,0,469.9,0.15802,0.79879
"1317","4","FALSE","SMP",FALSE,0,0,487.44,0.21539,0.98008
"1317","5","TRUE","SMP.rate",TRUE,1.8,100.42,483.7,0.24641,0.93361
"1317","6","TRUE","SMP",TRUE,1.8,100.42,483.43,0.28924,0.99275
"1318","1","TRUE","SMP.rate",FALSE,1.8,29.803,281.53,0.11165,0.92172
"1318","2","TRUE","SMP",FALSE,1.8,29.803,281.04,0.11343,0.99268
"1318","3","FALSE","SMP.rate",FALSE,0,0,294.95,0.078139,0.72396
"1318","4","FALSE","SMP",FALSE,0,0,290.8,0.095474,0.99004
"1318","5","TRUE","SMP.rate",TRUE,1.8,29.803,274.58,0.11412,0.92084
"1318","6","TRUE","SMP",TRUE,1.8,29.803,272.54,0.12187,0.99044
"132","1","TRUE","SMP.rate",FALSE,0,0,353.39,0.21402,0.94682
"132","2","TRUE","SMP",FALSE,0,0,354.22,0.21227,0.99732
"132","3","FALSE","SMP.rate",FALSE,0,0,353.39,0.21402,0.94682
"132","4","FALSE","SMP",FALSE,0,0,354.22,0.21227,0.99732
"132","5","TRUE","SMP.rate",TRUE,0,0,359.17,0.21059,0.94662
"132","6","TRUE","SMP",TRUE,0,0,359.41,0.20386,0.9962
"1320","1","TRUE","SMP.rate",FALSE,1.8,26.576,302.48,0.3487,0.96262
"1320","2","TRUE","SMP",FALSE,1.8,26.576,319.94,0.37745,0.99519
"1320","3","FALSE","SMP.rate",FALSE,0,0,302.53,0.12681,0.38187
"1320","4","FALSE","SMP",FALSE,0,0,328.8,0.21168,0.94711
"1320","5","TRUE","SMP.rate",TRUE,1.8,26.576,322.7,0.32696,0.95943
"1320","6","TRUE","SMP",TRUE,1.8,26.576,322.68,0.36601,0.99429
"1321","1","TRUE","SMP.rate",FALSE,1.8,106.84,445.19,0.29049,0.92744
"1321","2","TRUE","SMP",FALSE,1.8,106.84,476.32,0.32094,0.99281
"1321","3","FALSE","SMP.rate",FALSE,0,0,459.87,0.17077,0.79886
"1321","4","FALSE","SMP",FALSE,0,0,484.6,0.22672,0.97948
"1321","5","TRUE","SMP.rate",TRUE,1.8,106.84,481.68,0.26526,0.92004
"1321","6","TRUE","SMP",TRUE,1.8,106.84,481.53,0.30679,0.99107
"1322","1","TRUE","SMP.rate",FALSE,1.8,32.24,292.86,0.11584,0.91442
"1322","2","TRUE","SMP",FALSE,1.8,32.24,295.6,0.11454,0.99388
"1322","3","FALSE","SMP.rate",FALSE,0,0,307.46,0.080675,0.73921
"1322","4","FALSE","SMP",FALSE,0,0,305.3,0.09698,0.99154
"1322","5","TRUE","SMP.rate",TRUE,1.8,32.24,288.84,0.11731,0.91416
"1322","6","TRUE","SMP",TRUE,1.8,32.24,287.54,0.12226,0.99202
"1324","1","TRUE","SMP.rate",FALSE,1.8,26.352,301.57,0.34127,0.94946
"1324","2","TRUE","SMP",FALSE,1.8,26.352,319.31,0.38879,0.99323
"1324","3","FALSE","SMP.rate",FALSE,0,0,297.6,0.12809,0.38517
"1324","4","FALSE","SMP",FALSE,0,0,327.77,0.21596,0.94242
"1324","5","TRUE","SMP.rate",TRUE,1.8,26.352,319.29,0.32287,0.94697
"1324","6","TRUE","SMP",TRUE,1.8,26.352,319.26,0.38899,0.99323
"1325","1","TRUE","SMP.rate",FALSE,1.8,101.48,443.78,0.28109,0.93645
"1325","2","TRUE","SMP",FALSE,1.8,101.48,470.79,0.31184,0.99375
"1325","3","FALSE","SMP.rate",FALSE,0,0,458.8,0.16357,0.78826
"1325","4","FALSE","SMP",FALSE,0,0,479.25,0.22099,0.97964
"1325","5","TRUE","SMP.rate",TRUE,1.8,101.48,475.7,0.25968,0.93077
"1325","6","TRUE","SMP",TRUE,1.8,101.48,475.52,0.29937,0.99234
"1326","1","TRUE","SMP.rate",FALSE,1.8,29.913,286.26,0.11513,0.9054
"1326","2","TRUE","SMP",FALSE,1.8,29.913,287.59,0.11647,0.99169
"1326","3","FALSE","SMP.rate",FALSE,0,0,299.63,0.079578,0.72198
"1326","4","FALSE","SMP",FALSE,0,0,297.74,0.097188,0.98896
"1326","5","TRUE","SMP.rate",TRUE,1.8,29.913,280.76,0.11712,0.90489
"1326","6","TRUE","SMP",TRUE,1.8,29.913,278.73,0.12539,0.98923
"133","1","TRUE","SMP.rate",FALSE,0,0,357.27,0.21571,0.9413
"133","2","TRUE","SMP",FALSE,0,0,348.92,0.23175,0.99723
"133","3","FALSE","SMP.rate",FALSE,0,0,357.27,0.21571,0.9413
"133","4","FALSE","SMP",FALSE,0,0,348.92,0.23175,0.99723
"133","5","TRUE","SMP.rate",TRUE,0,0,350.52,0.21962,0.94103
"133","6","TRUE","SMP",TRUE,0,0,350.31,0.22921,0.99714
"1330","1","TRUE","SMP.rate",FALSE,2,26.341,342.38,0.28147,0.97713
"1330","2","TRUE","SMP",FALSE,2,26.341,331.46,0.3135,0.99503
"1330","3","FALSE","SMP.rate",FALSE,0,0,382.38,0.12441,0.5189
"1330","4","FALSE","SMP",FALSE,0,0,337.59,0.18994,0.95023
"1330","5","TRUE","SMP.rate",TRUE,2,26.341,336.89,0.28614,0.97694
"1330","6","TRUE","SMP",TRUE,2,26.341,336.89,0.29746,0.99053
"1331","1","TRUE","SMP.rate",FALSE,2,25.326,330.69,0.30644,0.9709
"1331","2","TRUE","SMP",FALSE,2,25.326,311.95,0.37,0.99093
"1331","3","FALSE","SMP.rate",FALSE,0,0,364.81,0.13182,0.49826
"1331","4","FALSE","SMP",FALSE,0,0,316.63,0.21309,0.93381
"1331","5","TRUE","SMP.rate",TRUE,2,25.326,309.75,0.32697,0.96789
"1331","6","TRUE","SMP",TRUE,2,25.326,309.75,0.37772,0.98995
"1332","1","TRUE","SMP.rate",FALSE,2,35.465,338.21,0.28821,0.94913
"1332","2","TRUE","SMP",FALSE,2,35.465,331.8,0.30764,0.99249
"1332","3","FALSE","SMP.rate",FALSE,0,0,380.04,0.12881,0.53713
"1332","4","FALSE","SMP",FALSE,0,0,337.67,0.19217,0.95643
"1332","5","TRUE","SMP.rate",TRUE,2,35.465,337.92,0.28848,0.94913
"1332","6","TRUE","SMP",TRUE,2,35.465,337.92,0.28911,0.98652
"1333","1","TRUE","SMP.rate",FALSE,3,171.7,449.17,0.40621,0.98533
"1333","2","TRUE","SMP",FALSE,3,171.7,442.14,0.43941,0.99884
"1333","3","FALSE","SMP.rate",FALSE,0,0,501.73,0.16659,0.77112
"1333","4","FALSE","SMP",FALSE,0,0,448.13,0.23969,0.96721
"1333","5","TRUE","SMP.rate",TRUE,3,171.7,441.77,0.41696,0.9849
"1333","6","TRUE","SMP",TRUE,3,171.7,441.77,0.44122,0.9988
"1334","1","TRUE","SMP.rate",FALSE,3,171.01,449.65,0.40228,0.98777
"1334","2","TRUE","SMP",FALSE,3,171.01,444.25,0.42726,0.99878
"1334","3","FALSE","SMP.rate",FALSE,0,0,502.87,0.16526,0.77074
"1334","4","FALSE","SMP",FALSE,0,0,450.44,0.23586,0.96846
"1334","5","TRUE","SMP.rate",TRUE,3,171.01,445.89,0.4076,0.98766
"1334","6","TRUE","SMP",TRUE,3,171.01,445.89,0.4196,0.99811
"1335","1","TRUE","SMP.rate",FALSE,3,186.99,468.68,0.42597,0.98479
"1335","2","TRUE","SMP",FALSE,3,186.99,466.4,0.43689,0.9974
"1335","3","FALSE","SMP.rate",FALSE,0,0,527.16,0.16904,0.76345
"1335","4","FALSE","SMP",FALSE,0,0,472.86,0.24041,0.96918
"1335","5","TRUE","SMP.rate",TRUE,3,186.99,472.02,0.42106,0.9847
"1335","6","TRUE","SMP",TRUE,3,186.99,472.02,0.41026,0.98982
"1339","1","TRUE","SMP.rate",FALSE,3,39.626,321.52,0.82325,0.99539
"1339","2","TRUE","SMP",FALSE,3,39.626,336.46,0.69584,0.98529
"1339","3","FALSE","SMP.rate",FALSE,0,0,401.66,0.12349,0.21909
"1339","4","FALSE","SMP",FALSE,0,0,350,0.20053,0.89129
"1339","5","TRUE","SMP.rate",TRUE,3,39.626,345.19,0.75166,0.99164
"1339","6","TRUE","SMP",TRUE,3,39.626,345.19,0.62652,0.96765
"134","1","TRUE","SMP.rate",FALSE,0,0,349.43,0.22014,0.95969
"134","2","TRUE","SMP",FALSE,0,0,344.82,0.22916,0.99787
"134","3","FALSE","SMP.rate",FALSE,0,0,349.43,0.22014,0.95969
"134","4","FALSE","SMP",FALSE,0,0,344.82,0.22916,0.99787
"134","5","TRUE","SMP.rate",TRUE,0,0,345.18,0.22275,0.95958
"134","6","TRUE","SMP",TRUE,0,0,345.05,0.22873,0.99787
"1340","1","TRUE","SMP.rate",FALSE,3,50.64,321.53,0.58276,0.99276
"1340","2","TRUE","SMP",FALSE,3,50.64,321.82,0.58087,0.99894
"1340","3","FALSE","SMP.rate",FALSE,0,0,383.48,0.12285,0.29277
"1340","4","FALSE","SMP",FALSE,0,0,332.25,0.20358,0.89607
"1340","5","TRUE","SMP.rate",TRUE,3,50.64,321.26,0.58336,0.99276
"1340","6","TRUE","SMP",TRUE,3,50.64,321.26,0.58451,0.99886
"1341","1","TRUE","SMP.rate",FALSE,3,33.733,339.71,0.46023,0.94918
"1341","2","TRUE","SMP",FALSE,3,33.733,330.33,0.50855,0.99086
"1341","3","FALSE","SMP.rate",FALSE,0,0,393.99,0.11303,0.26853
"1341","4","FALSE","SMP",FALSE,0,0,343.87,0.18226,0.89782
"1341","5","TRUE","SMP.rate",TRUE,3,33.733,338.2,0.46234,0.94917
"1341","6","TRUE","SMP",TRUE,3,33.733,338.2,0.46794,0.97951
"1342","1","TRUE","SMP.rate",FALSE,1,95.86,455.7,0.2821,0.94626
"1342","2","TRUE","SMP",FALSE,1,95.86,467.22,0.25691,0.99471
"1342","3","FALSE","SMP.rate",FALSE,0,0,468.75,0.24868,0.95641
"1342","4","FALSE","SMP",FALSE,0,0,467.7,0.25034,0.99696
"1342","5","TRUE","SMP.rate",TRUE,1,95.86,476.18,0.26574,0.94439
"1342","6","TRUE","SMP",TRUE,1,95.86,476.29,0.23841,0.98922
"1343","1","TRUE","SMP.rate",FALSE,1,101.58,463.53,0.29452,0.9601
"1343","2","TRUE","SMP",FALSE,1,101.58,474.85,0.26892,0.99651
"1343","3","FALSE","SMP.rate",FALSE,0,0,476.91,0.25922,0.96675
"1343","4","FALSE","SMP",FALSE,0,0,475.32,0.26185,0.99807
"1343","5","TRUE","SMP.rate",TRUE,1,101.58,480.38,0.28037,0.95885
"1343","6","TRUE","SMP",TRUE,1,101.58,480.43,0.25694,0.99429
"1344","1","TRUE","SMP.rate",FALSE,0,0,501.89,0.25961,0.97432
"1344","2","TRUE","SMP",FALSE,0,0,499.69,0.26309,0.99889
"1344","3","FALSE","SMP.rate",FALSE,0,0,501.89,0.25961,0.97432
"1344","4","FALSE","SMP",FALSE,0,0,499.69,0.26309,0.99889
"1344","5","TRUE","SMP.rate",TRUE,0,0,504.9,0.25807,0.9743
"1344","6","TRUE","SMP",TRUE,0,0,504.91,0.25497,0.99779
"1345","1","TRUE","SMP.rate",FALSE,0.7,54.577,470.22,0.30176,0.97802
"1345","2","TRUE","SMP",FALSE,0.7,54.577,473.4,0.29826,0.98576
"1345","3","FALSE","SMP.rate",FALSE,0,0,518.2,0.21166,0.91166
"1345","4","FALSE","SMP",FALSE,0,0,475.72,0.26459,0.98911
"1345","5","TRUE","SMP.rate",TRUE,0.7,54.577,505.56,0.27465,0.97486
"1345","6","TRUE","SMP",TRUE,0.7,54.577,505.56,0.2438,0.95195
"1346","1","TRUE","SMP.rate",FALSE,0.7,54.132,459.97,0.30164,0.982
"1346","2","TRUE","SMP",FALSE,0.7,54.132,454.4,0.29918,0.98593
"1346","3","FALSE","SMP.rate",FALSE,0,0,505.63,0.21332,0.91838
"1346","4","FALSE","SMP",FALSE,0,0,456.5,0.26701,0.9896
"1346","5","TRUE","SMP.rate",TRUE,0.7,54.132,482.97,0.28321,0.98055
"1346","6","TRUE","SMP",TRUE,0.7,54.132,482.97,0.24805,0.95649
"1347","1","TRUE","SMP.rate",FALSE,0.7,49.587,484.29,0.27017,0.96665
"1347","2","TRUE","SMP",FALSE,0.7,49.587,454.02,0.29832,0.99114
"1347","3","FALSE","SMP.rate",FALSE,0,0,530.23,0.19293,0.89661
"1347","4","FALSE","SMP",FALSE,0,0,456.34,0.26218,0.99132
"1347","5","TRUE","SMP.rate",TRUE,0.7,49.587,477.15,0.27516,0.96652
"1347","6","TRUE","SMP",TRUE,0.7,49.587,477.15,0.25837,0.97205
"1348","1","TRUE","SMP.rate",FALSE,3,61.98,316.78,0.1292,0.9819
"1348","2","TRUE","SMP",FALSE,3,61.98,309.6,0.13471,0.99434
"1348","3","FALSE","SMP.rate",FALSE,0,0,376.8,0.073132,0.83577
"1348","4","FALSE","SMP",FALSE,0,0,315.24,0.10482,0.99019
"1348","5","TRUE","SMP.rate",TRUE,3,61.98,322.54,0.12604,0.98164
"1348","6","TRUE","SMP",TRUE,3,61.98,322.54,0.11935,0.98581
"1349","1","TRUE","SMP.rate",FALSE,3,67.319,328.95,0.12135,0.97677
"1349","2","TRUE","SMP",FALSE,3,67.319,317.67,0.13152,0.99383
"1349","3","FALSE","SMP.rate",FALSE,0,0,382.06,0.074014,0.85856
"1349","4","FALSE","SMP",FALSE,0,0,322.88,0.10527,0.99109
"1349","5","TRUE","SMP.rate",TRUE,3,67.319,330.82,0.12041,0.97674
"1349","6","TRUE","SMP",TRUE,3,67.319,330.82,0.11651,0.9854
"135","1","TRUE","SMP.rate",FALSE,0,0,344.99,0.23167,0.91065
"135","2","TRUE","SMP",FALSE,0,0,359.66,0.20539,0.99366
"135","3","FALSE","SMP.rate",FALSE,0,0,344.99,0.23167,0.91065
"135","4","FALSE","SMP",FALSE,0,0,359.66,0.20539,0.99366
"135","5","TRUE","SMP.rate",TRUE,0,0,359.8,0.22122,0.90951
"135","6","TRUE","SMP",TRUE,0,0,360.33,0.20434,0.99365
"1350","1","TRUE","SMP.rate",FALSE,3,65.271,330.12,0.11513,0.97071
"1350","2","TRUE","SMP",FALSE,3,65.271,316.44,0.12801,0.99361
"1350","3","FALSE","SMP.rate",FALSE,0,0,382.3,0.071184,0.85165
"1350","4","FALSE","SMP",FALSE,0,0,321.7,0.1026,0.99079
"1350","5","TRUE","SMP.rate",TRUE,3,65.271,330.01,0.11518,0.97071
"1350","6","TRUE","SMP",TRUE,3,65.271,330.01,0.11308,0.98492
"1354","1","TRUE","SMP.rate",FALSE,3,99.095,342.98,0.62931,0.99934
"1354","2","TRUE","SMP",FALSE,3,99.095,348.67,0.59646,0.99797
"1354","3","FALSE","SMP.rate",FALSE,0,0,598.06,0.089578,0.33227
"1354","4","FALSE","SMP",FALSE,0,0,358.39,0.20823,0.93515
"1354","5","TRUE","SMP.rate",TRUE,3,99.095,351.21,0.60515,0.99888
"1354","6","TRUE","SMP",TRUE,3,99.095,351.21,0.58188,0.99714
"1355","1","TRUE","SMP.rate",FALSE,3,103.81,370.99,0.59875,0.9959
"1355","2","TRUE","SMP",FALSE,3,103.81,374.58,0.59039,0.9975
"1355","3","FALSE","SMP.rate",FALSE,0,0,641.38,0.088641,0.33203
"1355","4","FALSE","SMP",FALSE,0,0,385.16,0.20571,0.93431
"1355","5","TRUE","SMP.rate",TRUE,3,103.81,379.13,0.57816,0.99552
"1355","6","TRUE","SMP",TRUE,3,103.81,379.13,0.56682,0.99524
"1356","1","TRUE","SMP.rate",FALSE,3,105.97,347.29,0.60858,0.99813
"1356","2","TRUE","SMP",FALSE,3,105.97,349.77,0.59863,0.99798
"1356","3","FALSE","SMP.rate",FALSE,0,0,593.04,0.090301,0.34177
"1356","4","FALSE","SMP",FALSE,0,0,359.3,0.21194,0.9355
"1356","5","TRUE","SMP.rate",TRUE,3,105.97,351.18,0.59732,0.99803
"1356","6","TRUE","SMP",TRUE,3,105.97,351.18,0.59031,0.99771
"136","1","TRUE","SMP.rate",FALSE,0,0,350.48,0.23412,0.92011
"136","2","TRUE","SMP",FALSE,0,0,360.18,0.21623,0.9942
"136","3","FALSE","SMP.rate",FALSE,0,0,350.48,0.23412,0.92011
"136","4","FALSE","SMP",FALSE,0,0,360.18,0.21623,0.9942
"136","5","TRUE","SMP.rate",TRUE,0,0,358.65,0.22844,0.91977
"136","6","TRUE","SMP",TRUE,0,0,358.88,0.2184,0.99412
"1362","1","TRUE","SMP.rate",FALSE,1.5,33.768,370,0.12918,0.45247
"1362","2","TRUE","SMP",FALSE,1.5,33.768,393.58,0.10903,0.96144
"1362","3","FALSE","SMP.rate",FALSE,0,0,404.97,0.092273,0.37309
"1362","4","FALSE","SMP",FALSE,0,0,404.1,0.095614,0.97298
"1362","5","TRUE","SMP.rate",TRUE,1.5,33.768,376.73,0.12655,0.45231
"1362","6","TRUE","SMP",TRUE,1.5,33.768,379.17,0.11873,0.9583
"1363","1","TRUE","SMP.rate",FALSE,0.2,13.533,494.61,0.17546,0.80298
"1363","2","TRUE","SMP",FALSE,0.2,13.533,458.89,0.22366,0.97256
